Level	Rule Name	Subject	Property	Value
INFO	lowercase_definition	contains process	textual definition	[copied from inverse property 'occurs in'] b occurs_in c =def b is a process and c is a material entity or immaterial entity& there exists a spatiotemporal region r and b occupies_spatiotemporal_region r.& forall(t) if b exists_at t then c exists_at t & there exist spatial regions s and s’ where & b spatially_projects_onto s at t& c is occupies_spatial_region s’ at t& s is a proper_continuant_part_of s’ at t@en
INFO	lowercase_definition	anterior_to	textual definition	x anterior to y iff x is further along the antero-posterior axis than y, towards the head. An antero-posterior axis is an axis that extends through an organism from head end to opposite end of body or tail.
INFO	lowercase_definition	anterior_to	textual definition	x anterior_to y iff x is further along the antero-posterior axis than y, towards the head. An antero-posterior axis is an axis that bisects an organism from head end to opposite end of body or tail: bearer
INFO	lowercase_definition	anterior_to	textual definition	x anterior_to y iff x is further along the antero-posterior axis than y, towards the head. An antero-posterior axis is an axis that bisects an organism from head end to opposite end of body or tail: bearer.
INFO	lowercase_definition	distal_to	textual definition	x distal to y iff x is further along the proximo-distal axis than y, towards the appendage tip. A proximo-distal axis extends from tip of an appendage (distal) to where it joins the body (proximal).
INFO	lowercase_definition	distal_to	textual definition	x distal_to y iff x is further along the proximo-distal axis than y, towards the appendage tip. A proximo-distal axis extends from tip of an appendage (distal) to where it joins the body (proximal).
INFO	lowercase_definition	dorsal_to	textual definition	x dorsal to y iff x is further along the dorso-ventral axis than y, towards the back. A dorso-ventral axis is an axis that extends through an organism from back (e.g. spinal column) to front (e.g. belly).
INFO	lowercase_definition	dorsal_to	textual definition	x dorsal_to y iff x is further along the dorso-ventral axis than y, towards the back. A dorso-ventral axis is an axis that bisects an organism from back (e.g. spinal column) to front (e.g. belly).
INFO	lowercase_definition	posterior to	textual definition	x posterior to y iff x is further along the antero-posterior axis than y, towards the body/tail. An antero-posterior axis is an axis that extends through an organism from head end to opposite end of body or tail.
INFO	lowercase_definition	posterior to	textual definition	x posterior_to y iff x is further along the antero-posterior axis than y, towards the body/tail. An antero-posterior axis is an axis that bisects an organism from head end to opposite end of body or tail.
INFO	lowercase_definition	proximal_to	textual definition	x proximal to y iff x is closer to the point of attachment with the body than y.
INFO	lowercase_definition	proximal_to	textual definition	x proximal_to y iff x is closer to the point of attachment with the body than y.
INFO	lowercase_definition	ventral_to	textual definition	x ventral to y iff x is further along the dorso-ventral axis than y, towards the front. A dorso-ventral axis is an axis that extends through an organism from back (e.g. spinal column) to front (e.g. belly).
INFO	lowercase_definition	ventral_to	textual definition	x ventral_to y iff x is further along the dorso-ventral axis than y, towards the front. A dorso-ventral axis is an axis that bisects an organism from back (e.g. spinal column) to front (e.g. belly).
INFO	lowercase_definition	in_proximal_side_of	textual definition	x in proximal side of y <=> if y is subdivided into two proximal and distal portions, y is part of the proximal portion.
INFO	lowercase_definition	in distal side of	textual definition	x in distal side of y <=> if y is subdivided into two proximal and distal portions, y is part of the distal portion.
INFO	lowercase_definition	immediately_deep_to	textual definition	x immediately deep to y iff x deep_to y and x is contiguous with y.
INFO	lowercase_definition	immediately superficial to	textual definition	x immediately superficial to y iff x superficial to y and x is contiguous with y.
INFO	lowercase_definition	lipid	textual definition	'Lipids' is a loosely defined term for substances of biological origin that are soluble in nonpolar solvents. They consist of saponifiable lipids, such as glycerides (fats and oils) and phospholipids, as well as nonsaponifiable lipids, principally steroids.
INFO	lowercase_definition	hermaphroditic	textual definition	a reproductive quality inhering in the bearer by virtue of the bearer having reproductive organs normally associated with both male and female sexes at the same time
INFO	lowercase_definition	protogynous	textual definition	a reproductive quality inhering in the bearer by virtue of the bearer having female reproductive organs at the beginning of its life and then switching to male reproductive organs
INFO	lowercase_definition	symbiotroph	textual definition	heterotroph that acquires nutrition from a symbiont
INFO	lowercase_definition	lecithotrophic larva	textual definition	anatomical entity that comprises the organism in a distinct juvenile form that is provided with a source of nutrition, usually a yolk sac, to use before metamorphosing into an adult
INFO	lowercase_definition	microphytobenthos	textual definition	a community of microscopic, unicellular eukaryotic algae and the prokaryotic Cyanobacteria which live on sediment surfaces
INFO	lowercase_definition	decomposer	textual definition	heterotroph that obtains nutrition by breaking down dead or decaying organisms or other organic matter
INFO	lowercase_definition	promiscuity	textual definition	a member of one sex mates with any member of the opposite sex
INFO	lowercase_definition	apex predator	textual definition	a predator residing at the top of a food chain upon which no other creatures prey.
INFO	lowercase_definition	ambush predator	textual definition	a predator that captures or traps prey by stealth or strategy, rather than by speed or strength.
INFO	lowercase_definition	litter transformer	textual definition	a detritivore that consumes leaf litter
INFO	lowercase_definition	bacterivore	textual definition	a heterotroph that consumes bacteria
INFO	lowercase_definition	protandrous	textual definition	a reproductive quality inhering in the bearer by virtue of the bearer having male reproductive organs at the beginning of its life and then switching to female reproductive organs
INFO	lowercase_definition	protogynous hermaphroditism	textual definition	a reproductive quality inhering in the bearer by virtue of the bearer having female reproductive organs at the beginning of its life and then switching to being a hermaphrodite
INFO	lowercase_definition	protandrous hermaphroditism	textual definition	a reproductive quality inhering in the bearer by virtue of the bearer having male reproductive organs at the beginning of its life and then switching to being a hermaphrodite
INFO	lowercase_definition	sequentially hermaphroditic	textual definition	a reproductive quality inhering in the bearer by virtue of the bearer changing sex at some point in its life
INFO	lowercase_definition	leaf miner	textual definition	a folivore that lives in and eats the leaf tissue of plants
INFO	lowercase_definition	herbivorous grazer	textual definition	an herbivore that primarily consumes grasses, leaves, and other soft plant material
INFO	lowercase_definition	microcarnivore	textual definition	a carnivore that primarily eats organisms less than 1 cm in their longest dimension
INFO	lowercase_definition	sulfur reducer	textual definition	an organism that uses inorganic sulfur compounds as a terminal electron acceptor during cellular respiration
INFO	lowercase_definition	anaerobe	textual definition	an organism that does not require oxygen for growth
INFO	lowercase_definition	aerobe	textual definition	an organism that can survive and grow in an oxygenated environment
INFO	lowercase_definition	prototroph	textual definition	an organism capable of producing all amino acids required for its growth
INFO	lowercase_definition	auxotroph	textual definition	an organism that is unable to synthesize a particular organic compound required for its growth
INFO	lowercase_definition	coprophage	textual definition	a decomposer which obtains nutrition by consuming feces
INFO	lowercase_definition	facultative anaerobe	textual definition	an anaerobe that makes ATP by aerobic respiration if oxygen is present, but is capable of switching to fermentation if oxygen is absent.
INFO	lowercase_definition	obligate anaerobe	textual definition	an anaerobe that cannot grow in the presence of oxygen
INFO	lowercase_definition	obligate aerobe	textual definition	an aerobe that requires oxygen to grow
INFO	lowercase_definition	microaerophile	textual definition	an aerobe that can grow at oxygen levels lower than what is present in the atmosphere
INFO	lowercase_definition	aerotolerant anaerobe	textual definition	an anaerobe that can tolerate low levels of oxygen
INFO	lowercase_definition	data item	textual definition	a data item is an information content entity that is intended to be a truthful statement about something (modulo, e.g., measurement precision or other systematic errors) and is constructed/acquired by a method which reliably tends to produce (approximately) truthful statements.@en
INFO	lowercase_definition	definition source	textual definition	formal citation, e.g. identifier in external database to indicate / attribute source(s) for the definition. Free text indicate / attribute source(s) for the definition. EXAMPLE: Author Name, URI, MeSH Term C04, PUBMED ID, Wiki uri on 31.01.2007@en
INFO	lowercase_definition	emotional behavior	textual definition	"\""Behavior related to the complex psychophysiological experience of an individual's state of mind as interacting with biochemical (internal) and environmental (external) influences.\"" [wikipedia:Emotions]"
INFO	lowercase_definition	social behavior	textual definition	"\""A behavior that occurs predominantly or only, in individuals that are part of a group.\"" [Wikipedia:Social_behavior]"
INFO	lowercase_definition	mating behavior	textual definition	"\""Behavior related to the interactions between organisms for the purpose of mating.\"" [NBO:GVG]"
INFO	lowercase_definition	aggressive behavior	textual definition	"\""A behavioral interaction between organisms in which one organism has the intention of inflicting damage on another individual using physical or verbal means.\"" [wikipedia:Aggression]"
INFO	lowercase_definition	sexual activity	textual definition	"\""Behaviour related to the activity which primary purpose is the sexual reproduction.\"" [NBO:GVG]"
INFO	lowercase_definition	regulation of eating behavior	textual definition	"\""A feeding behavior associated with the intake or the frequency of intake or preference or manner of intake of food.\"" [NBO:GVG]"
INFO	lowercase_definition	regulation of drinking behavior	textual definition	"\""A feeding behavior associated with the intake or the frequency of intake or preference or manner of intake of liquids.\"" [NBO:GVG]"
INFO	lowercase_definition	courtship behavior	textual definition	"\""The behavioral interactions between organisms for the purpose of attracting sexual partners.\"" [GOC:dph]"
INFO	lowercase_definition	post-mating behavior	textual definition	"\""Behavior related to the specific actions or reactions of an organism following mating.\"" [GOC:bf]"
INFO	lowercase_definition	antipredation behavior	textual definition	"\""Behavior related to defence against predation or predators.\"" [NBO:GVG]"
INFO	lowercase_definition	acute stress response	textual definition	"\""Behavior related to the preparation of the body to \\""fight\\"" or \\""flee\\"" from perceived attack, harm or threat.\"" [NBO:GVG]"
INFO	lowercase_definition	predator behavior	textual definition	"\""A physical aggression behavior involving attack on prey by a predator.\"" [NBO:GVG]"
INFO	lowercase_definition	aggressive behavior towards animals	textual definition	"\""Exhibiting a domineering, assault posture and/or hostile physical action towards animals.\"" [NBO:GVG]"
INFO	lowercase_definition	physical aggression behavior	textual definition	"\""An aggressive behavior that aims to inflicting damage on another entity using physical means.\"" [NBO:GVG]"
INFO	lowercase_definition	irritability behavior	textual definition	"\""Behavior characterized by a quick excitability to annoyance, impatience, or anger.\"" [NBO:GVG]"
INFO	lowercase_definition	liquid consumption	textual definition	"\""A behavior associated with the intake of liquid.\"" [NBO:GVG]"
INFO	lowercase_definition	food consumption	textual definition	"\""A feeding behavior associated with the intake of food.\"" [NBO:GVG]"
INFO	lowercase_definition	motivation behavior	textual definition	"\""Behavior related to the tendency of an organism to maintain internal equilibrium.\"" [NBO:GVG]"
INFO	lowercase_definition	hunger motivation behavior	textual definition	"\""Behavior related to the deprivation of food.\"" [NBO:GVG]"
INFO	lowercase_definition	altruism behavior	textual definition	"\""A helping behavior (without expectation of extrinsic rewards and sometimes involving personal risk or sacrifice) that benefits individuals or society.\"" [NBO:GVG]"
INFO	lowercase_definition	prosocial behavior	textual definition	"\""Prosocial behavior is caring about the welfare and rights of others, feeling concern and empathy for them, and acting in ways that benefit others.\"" [wikipedia:Prosocial_behavior]"
INFO	lowercase_definition	helping behavior	textual definition	"\""Helping behavior refers to voluntary actions intended to help the others, with reward regarded or disregarded.\"" [wikipedia:Helping_behavior]"
INFO	lowercase_definition	reciprocal altruism	textual definition	"\""Reciprocal altruism is the idea that the incentive for an individual to help in the present is based on the expectation of the potential receipt in the future.\"" [wikipedia:Helping_behavior]"
INFO	lowercase_definition	behavior process	textual definition	"\""The action, reaction, or performance of an organism in response to external or internal stimuli.\"" [GO:GO\:0007610]"
INFO	lowercase_definition	stress related behavior	textual definition	"\""Behavior related to how the body reacts to a stressor ( a stimulus that causes stress), real or imagined.\"" [wikipedia:Stress_(biological)]"
INFO	lowercase_definition	behavioral alarm	textual definition	"\""Behavior related to the identification or realization of a threat or a stressor.\"" [wikipedia:Stress_(biological)]"
INFO	lowercase_definition	male sexual activity	textual definition	"\""Behaviour related to the male activity which primary purpose is the sexual reproduction.\"" [NBO:GVG]"
INFO	lowercase_definition	female sexual activity	textual definition	"\""Behaviour related to the female activity which primary purpose is the sexual reproduction.\"" [NBO:GVG]"
INFO	lowercase_definition	communication behavior	textual definition	"\""A social behavior related to the activity of conveying information.\"" [wikipedia:Communication]"
INFO	lowercase_definition	nonverbal communication behavior	textual definition	"\""Communication behavior related to the process of conveying meaning in the form of non-word messages through for example gesture, body language or posture; facial expression and eye contact etc.\"" [wikipedia:.wikipedia.org/wiki/Nonverbal_communication]"
INFO	lowercase_definition	territorial aggressive behavior	textual definition	"\""Aggressive behavior related to the defence of a fixed area against intruders, typically conspecifics.\"" [GOC:hjd]"
INFO	lowercase_definition	avoidance behavior	textual definition	"\""Behavior related to the activity seen in animals exposed to adverse stimuli, in which the tendency to act defensively is stronger than the tendency to attack.\"" [web:http\://www.britannica.com/EBchecked/topic/45916/avoidance-behavior]"
INFO	lowercase_definition	protective behavior	textual definition	"\""Behavior related to the activity seen in animals exposed to potential danger in which they exhibit the tendency to act defensively.\"" [NBO:SD]"
INFO	lowercase_definition	male courtship behavior	textual definition	"\""The actions or reactions of a male, for the purpose of attracting a sexual partner.\"" [GOC:bf]"
INFO	lowercase_definition	female courtship behavior	textual definition	"\""The actions or reactions of a female, for the purpose of attracting a sexual partner.\"" [GOC:bf]"
INFO	lowercase_definition	social aggression behavior	textual definition	"\""An aggressive behavior towards other members of the society.\"" [NBO:RH]"
INFO	lowercase_definition	regulation of behavior	textual definition	"\""Any process that modulates the frequency, rate or extent of behavior, the specific actions or reactions of an organism in response to external or internal stimuli.\"" [GO:0050795]"
INFO	lowercase_definition	consumption behavior	textual definition	"\""Behavior related to the intake of substances.\"" [NBOC:GVG]"
INFO	lowercase_definition	regulation of consumption behavior	textual definition	"\""Any process that modulates the frequency, rate or extent of consumption behavior, the specific actions or reactions of an organism in response to external or internal stimuli.\"" [NBOC:GVG]"
INFO	lowercase_definition	regulation of feeding behavior	textual definition	"\""Any process that modulates the frequency, rate or extent of consumption of food or liquid\"" [NBOC:GVG]"
INFO	lowercase_definition	regulation of sexual activity	textual definition	"\""Any process that modulates the frequency, rate or extent of sexual activity, the specific actions or reactions of an organism in response to external or internal stimuli.\"" [NBOC:GVG]"
INFO	lowercase_definition	inheres in	textual definition	a relation between a specifically dependent continuant (the characteristic) and any other entity (the bearer), in which the characteristic depends on the bearer for its existence.@en
INFO	lowercase_definition	inheres in	textual definition	a relation between a specifically dependent continuant (the dependent) and an independent continuant (the bearer), in which the dependent specifically depends on the bearer for its existence@en
INFO	lowercase_definition	bearer of	textual definition	a relation between an independent continuant (the bearer) and a specifically dependent continuant (the dependent), in which the dependent specifically depends on the bearer for its existence@en
INFO	lowercase_definition	participates in	textual definition	a relation between a continuant and a process, in which the continuant is somehow involved in the process@en
INFO	lowercase_definition	has participant	textual definition	a relation between a process and a continuant, in which the continuant is somehow involved in the process@en
INFO	lowercase_definition	function of	textual definition	a relation between a function and an independent continuant (the bearer), in which the function specifically depends on the bearer for its existence@en
INFO	lowercase_definition	quality of	textual definition	a relation between a quality and an independent continuant (the bearer), in which the quality specifically depends on the bearer for its existence@en
INFO	lowercase_definition	role of	textual definition	a relation between a role and an independent continuant (the bearer), in which the role specifically depends on the bearer for its existence@en
INFO	lowercase_definition	has function	textual definition	a relation between an independent continuant (the bearer) and a function, in which the function specifically depends on the bearer for its existence@en
INFO	lowercase_definition	has quality	textual definition	a relation between an independent continuant (the bearer) and a quality, in which the quality specifically depends on the bearer for its existence@en
INFO	lowercase_definition	has role	textual definition	a relation between an independent continuant (the bearer) and a role, in which the role specifically depends on the bearer for its existence@en
INFO	lowercase_definition	has disposition	textual definition	a relation between an independent continuant (the bearer) and a disposition, in which the disposition specifically depends on the bearer for its existence@en
INFO	lowercase_definition	disposition of	textual definition	inverse of has disposition
INFO	lowercase_definition	location_of	textual definition	a relation between two independent continuants, the location and the target, in which the target is entirely within the location@en
INFO	lowercase_definition	located in	textual definition	a relation between two independent continuants, the target and the location, in which the target is entirely within the location@en
INFO	lowercase_definition	boundary of	textual definition	a relation between a 2D immaterial entity (the boundary) and a material entity, in which the boundary delimits the material entity@en
INFO	lowercase_definition	has 2D boundary	textual definition	a relation between a material entity and a 2D immaterial entity (the boundary), in which the boundary delimits the material entity@en
INFO	lowercase_definition	has component process	textual definition	w 'has process component' p if p and w are processes,  w 'has part' p and w is such that it can be directly disassembled into into n parts p, p2, p3, ..., pn, where these parts are of similar type.
INFO	lowercase_definition	overlaps	textual definition	x overlaps y if and only if there exists some z such that x has part z and z part of y
INFO	lowercase_definition	only_in_taxon	textual definition	x only in taxon y if and only if x is in taxon y, and there is no other organism z such that y!=z a and x is in taxon z.
INFO	lowercase_definition	in taxon	textual definition	x is in taxon y if an only if y is an organism, and the relationship between x and y is one of: part of (reflexive), developmentally preceded by, derives from, secreted by, expressed.
INFO	lowercase_definition	connected to	textual definition	a is connected to b if and only if a and b are discrete structure, and there exists some connecting structure c, such that c connects a and b
INFO	lowercase_definition	connects	textual definition	c connects a if and only if there exist some b such that a and b are similar parts of the same system, and c connects b, specifically, c connects a with b. When one structure connects two others it unites some aspect of the function or role they play within the system.
INFO	lowercase_definition	attached to part of	textual definition	a is attached to part of b if a is attached to b, or a is attached to some p, where p is part of b.
INFO	lowercase_definition	supplies	textual definition	relation between an artery and the structure is supplies with blood.
INFO	lowercase_definition	has component	textual definition	w 'has component' p if w 'has part' p and w is such that it can be directly disassembled into into n parts p, p2, p3, ..., pn, where these parts are of similar type.
INFO	lowercase_definition	develops from	textual definition	x develops from y if and only if either (a) x directly develops from y or (b) there exists some z such that x directly develops from z and z develops from y
INFO	lowercase_definition	develops_into	textual definition	inverse of develops from
INFO	lowercase_definition	directly develops into	textual definition	inverse of directly develops from
INFO	lowercase_definition	regulates	textual definition	process(P1) regulates process(P2) iff: P1 results in the initiation or termination of P2 OR affects the frequency of its initiation or termination OR affects the magnitude or rate of output of P2.
INFO	lowercase_definition	regulates	textual definition	process(P1) regulates process(P2) iff: P1 results in the initiation or termination of P2 OR affects the frequency of its initiation or termination OR affects the magnitude or rate of output of P2.
INFO	lowercase_definition	capable of part of	textual definition	c stands in this relationship to p if and only if there exists some p' such that c is capable_of p', and p' is part_of p.
INFO	lowercase_definition	surrounded_by	textual definition	x surrounded_by y if and only if (1) x is adjacent to y and for every region r that is adjacent to x, r overlaps y (2) the shared boundary between x and y occupies the majority of the outermost boundary of x
INFO	lowercase_definition	surrounded_by	textual definition	x surrounded_by y iff: x is adjacent to y and for every region r adjacent to x, r overlaps y
INFO	lowercase_definition	surrounded_by	textual definition	x surrounded_by y iff: x is adjacent to y and for every region r adjacent to x, r overlaps y.
INFO	lowercase_definition	adjacent_to	textual definition	x adjacent to y if and only if x and y share a boundary.
INFO	lowercase_definition	adjacent_to	textual definition	x adjacent_to y iff: x and y share a boundary
INFO	lowercase_definition	adjacent_to	textual definition	x adjacent_to y iff: x and y share a boundary.
INFO	lowercase_definition	surrounds	textual definition	inverse of surrounded by
INFO	lowercase_definition	surrounds	textual definition	inverse of surrounded_by
INFO	lowercase_definition	surrounds	textual definition	inverse of surrounded_by.
INFO	lowercase_definition	starts	textual definition	inverse of starts with
INFO	lowercase_definition	starts with	textual definition	x starts with y if and only if x has part y and the time point at which x starts is equivalent to the time point at which y starts. Formally: α(y) = α(x) ∧ ω(y) < ω(x), where α is a function that maps a process to a start point, and ω is a function that maps a process to an end point.
INFO	lowercase_definition	develops from part of	textual definition	x develops from part of y if and only if there exists some z such that x develops from z and z is part of y
INFO	lowercase_definition	develops_in	textual definition	x develops_in y if x is located in y whilst x is developing
INFO	lowercase_definition	ends	textual definition	inverse of ends with
INFO	lowercase_definition	ends with	textual definition	x ends with y if and only if x has part y and the time point at which x ends is equivalent to the time point at which y ends. Formally: α(y) > α(x) ∧ ω(y) = ω(x), where α is a function that maps a process to a start point, and ω is a function that maps a process to an end point.
INFO	lowercase_definition	has start location	textual definition	x 'has starts location' y if and only if there exists some process z such that x 'starts with' z and z 'occurs in' y
INFO	lowercase_definition	has end location	textual definition	x 'has end location' y if and only if there exists some process z such that x 'ends with' z and z 'occurs in' y
INFO	lowercase_definition	has input	textual definition	p has input c iff: p is a process, c is a material entity, c is a participant in p, c is present at the start of p, and the state of c is modified during p.
INFO	lowercase_definition	has output	textual definition	p has output c iff c is a participant in p, c is present at the end of p, and c is not present at the beginning of p.
INFO	lowercase_definition	has output	textual definition	p has output c iff c is a participant in p, c is present at the end of p, and c is not present in the same state at the beginning of p.
INFO	lowercase_definition	has developmental contribution from	textual definition	x has developmental contribution from y iff x has some part z such that z develops from y@en
INFO	lowercase_definition	developmentally contributes to	textual definition	inverse of has developmental contribution from
INFO	lowercase_definition	developmentally_induced_by	textual definition	t1 developmentally_induced_by t2 if there is a process of organ induction (GO:0001759) with t1 and t2 as interacting participants. t2 causes t1 to change its fate from a precursor tissue type T to T', where T' develops_from T.
INFO	lowercase_definition	developmentally_induced_by	textual definition	t1 induced_by t2 if there is a process of developmental induction (GO:0031128) with t1 and t2 as interacting participants. t2 causes t1 to change its fate from a precursor anatomical structure type T to T', where T' develops_from T
INFO	lowercase_definition	acts upstream of	textual definition	c acts upstream of p if and only if c enables some f that is involved in p' and p' occurs chronologically before p, is not part of p, and affects the execution of p. c is a material entity and f, p, p' are processes.
INFO	lowercase_definition	acts upstream of or within	textual definition	c acts upstream of or within p if c is enables f, and f is causally upstream of or within p. c is a material entity and p is an process.
INFO	lowercase_definition	developmentally_replaces	textual definition	x developmentally replaces y if and only if there is some developmental process that causes x to move or to cease to exist, and for the site that was occupied by x to become occupied by y, where y either comes into existence in this site or moves to this site from somewhere else
INFO	lowercase_definition	results in developmental progression of	textual definition	p results in the developmental progression of s iff p is a developmental process and s is an anatomical structure and p causes s to undergo a change in state at some point along its natural developmental cycle (this cycle starts with its formation, through the mature structure, and ends with its loss).
INFO	lowercase_definition	results in development of	textual definition	p 'results in development of' c if and only if p is a developmental process and p results in the state of c changing from its initial state as a primordium or anlage through its mature state and to its final state.
INFO	lowercase_definition	has habitat	textual definition	x 'has habitat' y if and only if: x is an organism, y is a habitat, and y can sustain and allow the growth of a population of xs.
INFO	lowercase_definition	characteristic of part of	textual definition	q characteristic of part of w if and only if there exists some p such that q inheres in p and p part of w.
INFO	lowercase_definition	part of structure that is capable of	textual definition	this relation holds between c and p when c is part of some c', and c' is capable of p.
INFO	lowercase_definition	involved in	textual definition	c involved_in p if and only if c enables some process p', and p' is part of p
INFO	lowercase_definition	enabled by	textual definition	inverse of enables
INFO	lowercase_definition	regulated by	textual definition	inverse of regulates
INFO	lowercase_definition	negatively regulated by	textual definition	inverse of negatively regulates
INFO	lowercase_definition	positively regulated by	textual definition	inverse of positively regulates
INFO	lowercase_definition	member of	textual definition	is member of is a mereological relation between a item and a collection.
INFO	lowercase_definition	has member	textual definition	has member is a mereological relation between a collection and an item.
INFO	lowercase_definition	input of	textual definition	inverse of has input
INFO	lowercase_definition	output of	textual definition	inverse of has output
INFO	lowercase_definition	attaches_to	textual definition	a is attached to b if and only if a and b are discrete objects or object parts, and there are physical connections between a and b such that a force pulling a will move b, or a force pulling b will move a
INFO	lowercase_definition	has_muscle_insertion	textual definition	m has_muscle_insertion s iff m is attaches_to s, and it is the case that when m contracts, s moves. Insertions are usually connections of muscle via tendon to bone.
INFO	lowercase_definition	has_muscle_insertion	textual definition	m has_muscle_insertion s iff m is attaches_to s, and it is the case that when m contracts, s moves. Insertions are usually connections of muscle via tendon to bone.@en
INFO	lowercase_definition	tributary_of	textual definition	x tributary_of y if and only if x a channel for the flow of a substance into y, where y is larger than x. If x and y are hydrographic features, then y is the main stem of a river, or a lake or bay, but not the sea or ocean. If x and y are anatomical, then y is a vein.
INFO	lowercase_definition	spatially coextensive with	textual definition	x spatially_coextensive_with y if and inly if x and y have the same location
INFO	lowercase_definition	branching_part_of	textual definition	x is a branching part of y if and only if x is part of y and x is connected directly or indirectly to the main stem of y
INFO	lowercase_definition	has developmental potential involving	textual definition	x has developmental potential involving y iff x is capable of a developmental process with output y. y may be the successor of x, or may be a different structure in the vicinity (as for example in the case of developmental induction).@en
INFO	lowercase_definition	has potential to developmentally contribute to	textual definition	x has potential to developmentrally contribute to y iff x developmentally contributes to y or x is capable of developmentally contributing to y
INFO	lowercase_definition	has potential to developmentally contribute to	textual definition	x has potential to developmentrally contribute to y iff x developmentally contributes to y or x is capable of developmentally contributing to y@en
INFO	lowercase_definition	has potential to developmentally contribute to	textual definition	x has potential to developmentrally contribute to y iff x developmentally contributes to y or x is capable of developmentally contributing to y.
INFO	lowercase_definition	has potential to developmentally induce	textual definition	x has potential to developmentally induce y iff x developmentally induces y or x is capable of developmentally inducing y@en
INFO	lowercase_definition	has potential to develop into	textual definition	x has the potential to develop into y iff x develops into y or if x is capable of developing into y
INFO	lowercase_definition	has potential to develop into	textual definition	x has the potential to develop into y iff x develops into y or if x is capable of developing into y@en
INFO	lowercase_definition	has potential to develop into	textual definition	x has the potential to develop into y iff x develops into y or if x is capable of developing into y.
INFO	lowercase_definition	has potential to directly develop into	textual definition	x has potential to directly develop into y iff x directly develops into y or x is capable of directly developing into y@en
INFO	lowercase_definition	has potential to directly develop into	textual definition	x has potential to directly develop into y iff x directly develops into y or x is capable of directly developing into y.
INFO	lowercase_definition	causally downstream of	textual definition	inverse of upstream of
INFO	lowercase_definition	causally upstream of	textual definition	p is causally upstream of q if and only if p precedes q and p and q are linked in a causal chain
INFO	lowercase_definition	immediately causally upstream of	textual definition	p is immediately causally upstream of q iff both (a) p immediately precedes q and (b) p is causally upstream of q. In addition, the output of p  must be an input of q.
INFO	lowercase_definition	causally upstream of or within	textual definition	p 'causally upstream or within' q iff (1) the end of p is before the end of q and (2) the execution of p exerts some causal influence over the outputs of q; i.e. if p was abolished or the outputs of p were to be modified, this would necessarily affect q.
INFO	lowercase_definition	causally downstream of or within	textual definition	inverse of causally upstream of or within
INFO	lowercase_definition	involved in regulation of	textual definition	c involved in regulation of p if c is involved in some p' and p' regulates some p
INFO	lowercase_definition	involved in positive regulation of	textual definition	c involved in regulation of p if c is involved in some p' and p' positively regulates some p
INFO	lowercase_definition	involved in negative regulation of	textual definition	c involved in regulation of p if c is involved in some p' and p' negatively regulates some p
INFO	lowercase_definition	involved in or involved in regulation of	textual definition	c involved in or regulates p if and only if either (i) c is involved in p or (ii) c is involved in regulation of p
INFO	lowercase_definition	is active in	textual definition	c executes activity in d if and only if c enables p and p occurs_in d.  Assuming no action at a distance by gene products, if a gene product enables (is capable of) a process that occurs in some structure, it must have at least some part in that structure.
INFO	lowercase_definition	contributes to morphology of	textual definition	p contributes to morphology of w if and only if a change in the morphology of p entails a change in the morphology of w. Examples: every skull contributes to morphology of the head which it is a part of. Counter-example: nuclei do not generally contribute to the morphology of the cell they are part of, as they are buffered by cytoplasm.
INFO	lowercase_definition	preyed upon by	textual definition	inverse of preys on
INFO	lowercase_definition	composed primarily of	textual definition	x composed_primarily_of y if and only if more than half of the mass of x is made from y or units of the same type as y.
INFO	lowercase_definition	composed primarily of	textual definition	x composed_primarily_of y iff: more than half of the mass of x is made from parts of y
INFO	lowercase_definition	composed primarily of	textual definition	x composed_primarily_of y iff: more than half of the mass of x is made from parts of y.
INFO	lowercase_definition	has part that occurs in	textual definition	p has part that occurs in c if and only if there exists some p1, such that p has_part p1, and p1 occurs in c.
INFO	lowercase_definition	existence starts during	textual definition	x existence starts during y if and only if the time point at which x starts is after or equivalent to the time point at which y starts and before or equivalent to the time point at which y ends. Formally: x existence starts during y iff α(x) >= α(y) & α(x) <= ω(y).
INFO	lowercase_definition	existence starts with	textual definition	x starts ends with y if and only if the time point at which x starts is equivalent to the time point at which y starts. Formally: x existence starts with y iff α(x) = α(y).
INFO	lowercase_definition	existence overlaps	textual definition	x existence overlaps y if and only if either (a) the start of x is part of y or (b) the end of x is part of y. Formally: x existence starts and ends during y iff (α(x) >= α(y) & α(x) <= ω(y)) OR (ω(x) <= ω(y) & ω(x) >= α(y))
INFO	lowercase_definition	existence starts and ends during	textual definition	x exists during y if and only if: 1) the time point at which x begins to exist is after or equal to the time point at which y begins and 2) the time point at which x ceases to exist is before or equal to the point at which y ends. Formally: x existence starts and ends during y iff α(x) >= α(y) & α(x) <= ω(y) & ω(x) <= ω(y) & ω(x) >= α(y)
INFO	lowercase_definition	existence ends during	textual definition	x existence ends during y if and only if the time point at which x ends is before or equivalent to the time point at which y ends and after or equivalent to the point at which y starts. Formally: x existence ends during y iff ω(x) <= ω(y) and ω(x) >= α(y).
INFO	lowercase_definition	existence ends with	textual definition	x existence ends with y if and only if the time point at which x ends is equivalent to the time point at which y ends. Formally: x existence ends with y iff ω(x) = ω(y).
INFO	lowercase_definition	transformation of	textual definition	x transformation of y if x is the immediate transformation of y, or is linked to y through a chain of transformation relationships
